Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1987","1987","100 g/ha","38703","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1988","1988","100 g/ha","45797","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1989","1989","100 g/ha","45652","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1990","1990","100 g/ha","41169","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1991","1991","100 g/ha","40887","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1992","1992","100 g/ha","38783","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1993","1993","100 g/ha","34071","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1994","1994","100 g/ha","38889","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1995","1995","100 g/ha","41124","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1996","1996","100 g/ha","43176","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1997","1997","100 g/ha","40609","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1998","1998","100 g/ha","39303","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","1999","1999","100 g/ha","34328","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2000","2000","100 g/ha","34884","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2001","2001","100 g/ha","36252","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2002","2002","100 g/ha","38857","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2003","2003","100 g/ha","35113","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2004","2004","100 g/ha","36570","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2005","2005","100 g/ha","37150","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2006","2006","100 g/ha","35021","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2007","2007","100 g/ha","34904","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2008","2008","100 g/ha","38802","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2009","2009","100 g/ha","39096","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2010","2010","100 g/ha","41737","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2011","2011","100 g/ha","40289","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2012","2012","100 g/ha","37835","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2013","2013","100 g/ha","33985","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2014","2014","100 g/ha","37441","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2015","2015","100 g/ha","34519","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2016","2016","100 g/ha","19813","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2017","2017","100 g/ha","35664","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2018","2018","100 g/ha","31992","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2019","2019","100 g/ha","35894","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2020","2020","100 g/ha","29670","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2021","2021","100 g/ha","20983","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1983","1983","t","645","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1984","1984","t","1749","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1985","1985","t","2270","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1986","1986","t","3469","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1987","1987","t","4714","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1988","1988","t","5514","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1989","1989","t","6300","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1990","1990","t","6900","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1991","1991","t","8300","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1992","1992","t","10200","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1993","1993","t","7700","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1994","1994","t","7700","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1995","1995","t","7900","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1996","1996","t","8700","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1997","1997","t","12000","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1998","1998","t","9700","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","1999","1999","t","9200","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2000","2000","t","9000","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2001","2001","t","10600","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2002","2002","t","15500","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2003","2003","t","17518","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2004","2004","t","16822","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2005","2005","t","17858","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2006","2006","t","18400","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2007","2007","t","18300","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2008","2008","t","16650","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2009","2009","t","14524","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2010","2010","t","14537","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2011","2011","t","14089","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2012","2012","t","13140","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2013","2013","t","12299","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2014","2014","t","14074","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2015","2015","t","15033","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2016","2016","t","9021","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2017","2017","t","15963","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2018","2018","t","13651","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2019","2019","t","13909","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2020","2020","t","11610","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2021","2021","t","8087","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1988","1988","ha","824","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1989","1989","ha","903","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1990","1990","ha","1076","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1991","1991","ha","1545","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1992","1992","ha","1801","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1993","1993","ha","1806","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1994","1994","ha","1691","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1995","1995","ha","1747","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1996","1996","ha","1840","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1997","1997","ha","2341","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1998","1998","ha","2884","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","1999","1999","ha","2273","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2000","2000","ha","952","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2001","2001","ha","407","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2002","2002","ha","1607","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2003","2003","ha","2527","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2004","2004","ha","2496","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2005","2005","ha","1518","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2006","2006","ha","1125","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2007","2007","ha","998","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2008","2008","ha","997","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2009","2009","ha","1108","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2010","2010","ha","1087","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2011","2011","ha","1123","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2012","2012","ha","1085","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2013","2013","ha","1407","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2014","2014","ha","1496","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2015","2015","ha","1719","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2016","2016","ha","1765","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2017","2017","ha","1695","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2018","2018","ha","1801","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2019","2019","ha","1721","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2020","2020","ha","2032","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2021","2021","ha","2249","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1988","1988","100 g/ha","23471","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1989","1989","100 g/ha","24529","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1990","1990","100 g/ha","24266","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1991","1991","100 g/ha","23437","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1992","1992","100 g/ha","26335","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1993","1993","100 g/ha","22818","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1994","1994","100 g/ha","27575","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1995","1995","100 g/ha","27750","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1996","1996","100 g/ha","25723","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1997","1997","100 g/ha","26472","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1998","1998","100 g/ha","26054","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","1999","1999","100 g/ha","33229","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2000","2000","100 g/ha","39391","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2001","2001","100 g/ha","30713","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2002","2002","100 g/ha","30243","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2003","2003","100 g/ha","23482","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2004","2004","100 g/ha","28446","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2005","2005","100 g/ha","26350","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2006","2006","100 g/ha","26667","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2007","2007","100 g/ha","26052","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2008","2008","100 g/ha","29087","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2009","2009","100 g/ha","27076","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2010","2010","100 g/ha","28298","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2011","2011","100 g/ha","29386","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2012","2012","100 g/ha","28111","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2013","2013","100 g/ha","25252","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2014","2014","100 g/ha","25949","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2015","2015","100 g/ha","23583","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2016","2016","100 g/ha","25496","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2017","2017","100 g/ha","33286","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2018","2018","100 g/ha","20766","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2019","2019","100 g/ha","31087","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2020","2020","100 g/ha","25822","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2021","2021","100 g/ha","24864","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1988","1988","t","1934","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1989","1989","t","2215","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1990","1990","t","2611","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1991","1991","t","3621","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1992","1992","t","4743","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1993","1993","t","4121","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1994","1994","t","4663","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1995","1995","t","4848","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1996","1996","t","4733","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1997","1997","t","6197","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1998","1998","t","7514","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","1999","1999","t","7553","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2000","2000","t","3750","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2001","2001","t","1250","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2002","2002","t","4860","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2003","2003","t","5934","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2004","2004","t","7100","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2005","2005","t","4000","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2006","2006","t","3000","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2007","2007","t","2600","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2008","2008","t","2900","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2009","2009","t","3000","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2010","2010","t","3076","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2011","2011","t","3300","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2012","2012","t","3050","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2013","2013","t","3553","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2014","2014","t","3882","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2015","2015","t","4054","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2016","2016","t","4500","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2017","2017","t","5642","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2018","2018","t","3740","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2019","2019","t","5350","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2020","2020","t","5247","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2021","2021","t","5592","A","Official figure"
